,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,active,iPhone,city_King's Landing,city_Winterfell
18981,5,2014-01-19,4.7,1.0,2014-06-19,0.0,1,63.6,5.88,4.8,1,1,0,1
18982,17,2014-01-19,4.9,1.12,2014-06-30,15.5,0,83.5,2.32,4.7,1,1,1,0
18983,0,2014-01-09,4.6,1.0,2014-06-22,0.0,1,85.7,4.53,4.6,1,1,0,1
18984,2,2014-01-26,4.0,1.0,2014-02-01,0.0,0,0.0,2.35,5.0,0,1,0,0
18985,1,2014-01-05,4.0,1.0,2014-06-23,0.0,1,60.0,10.07,4.8,1,1,0,1
18986,1,2014-01-16,4.7,1.0,2014-06-13,0.0,1,66.7,3.62,5.0,1,1,1,0
18987,1,2014-01-20,5.0,1.0,2014-01-22,0.0,0,100.0,56.53,5.0,0,1,0,1
18988,1,2014-01-10,4.9,1.0,2014-01-11,0.0,1,0.0,1.83,5.0,0,1,0,1
18989,2,2014-01-05,4.8,1.0,2014-06-22,0.0,1,42.9,2.76,4.7,1,1,0,1
18990,1,2014-01-06,3.0,1.0,2014-01-09,0.0,0,100.0,6.62,5.0,0,0,0,0
18991,0,2014-01-11,4.3,1.04,2014-05-30,14.3,0,100.0,2.8,4.7,0,1,0,0
18992,0,2014-01-07,5.0,1.0,2014-06-01,0.0,0,0.0,4.31,5.0,0,1,1,0
18993,2,2014-01-03,5.0,1.4,2014-06-13,32.4,1,61.8,2.19,4.9,1,1,0,0
18994,1,2014-01-04,5.0,1.0,2014-03-14,0.0,0,66.7,3.15,5.0,0,1,0,1
18995,0,2014-01-08,5.0,1.0,2014-04-30,0.0,1,100.0,7.45,5.0,0,1,0,0
18996,2,2014-01-11,3.0,1.25,2014-01-12,50.0,0,0.0,4.62,5.0,0,1,0,0
18997,1,2014-01-05,5.0,1.0,2014-04-16,0.0,0,33.3,1.82,3.7,0,0,0,1
18998,0,2014-01-08,5.0,1.0,2014-05-25,0.0,0,20.0,1.89,5.0,0,1,0,1
18999,1,2014-01-26,5.0,1.0,2014-05-18,0.0,0,0.0,3.48,4.0,0,1,0,1
19000,2,2014-01-18,4.0,1.25,2014-04-13,50.0,0,25.0,2.67,4.3,0,0,0,1
19001,5,2014-01-05,5.0,1.75,2014-06-01,83.3,0,16.7,1.77,4.8,0,0,0,1
19002,0,2014-01-10,5.0,1.0,2014-02-18,0.0,1,100.0,0.53,5.0,0,0,0,1
19003,0,2014-01-25,5.0,1.0,2014-04-24,0.0,0,100.0,7.41,5.0,0,1,0,1
19004,1,2014-01-05,4.9,1.0,2014-01-05,0.0,0,0.0,4.67,5.0,0,0,0,1
19005,1,2014-01-10,4.5,1.38,2014-06-29,50.0,1,0.0,7.02,4.5,1,1,0,0
19006,23,2014-01-26,4.9,1.02,2014-06-27,1.6,1,80.6,5.06,4.6,1,1,0,1
19007,0,2014-01-21,3.0,1.5,2014-06-22,100.0,1,0.0,6.07,5.0,1,1,0,1
19008,0,2014-01-13,5.0,1.0,2014-06-25,0.0,0,100.0,10.16,5.0,1,0,1,0
19009,6,2014-01-24,5.0,1.38,2014-02-12,33.3,0,50.0,2.01,5.0,0,1,1,0
19010,1,2014-01-14,5.0,1.0,2014-01-15,0.0,1,100.0,16.34,5.0,0,0,0,1
19011,1,2014-01-04,4.9,1.0,2014-01-05,0.0,1,0.0,6.28,5.0,0,1,0,0
19012,1,2014-01-18,4.9,1.5,2014-01-18,100.0,1,0.0,1.95,5.0,0,1,0,1
19013,2,2014-01-12,5.0,1.0,2014-01-14,0.0,0,100.0,1.82,5.0,0,0,1,0
19014,0,2014-01-29,3.0,1.0,2014-05-14,0.0,1,100.0,8.44,5.0,0,0,0,1
19015,1,2014-01-27,4.9,1.0,2014-01-27,0.0,0,100.0,3.85,5.0,0,1,0,1
19016,0,2014-01-27,4.9,1.38,2014-04-06,50.0,1,50.0,24.6,5.0,0,0,0,1
19017,0,2014-01-15,4.5,1.0,2014-06-25,0.0,1,100.0,17.58,5.0,1,1,0,0
19018,1,2014-01-12,4.9,1.0,2014-01-14,0.0,1,100.0,6.31,5.0,0,1,0,0
19019,0,2014-01-02,5.0,1.0,2014-03-01,0.0,0,0.0,14.22,5.0,0,1,0,1
19020,0,2014-01-21,4.9,1.0,2014-06-21,0.0,1,50.0,8.27,4.3,1,1,0,1
19021,0,2014-01-23,4.9,1.0,2014-06-02,0.0,0,100.0,16.48,5.0,1,1,1,0
19022,8,2014-01-26,4.3,1.05,2014-06-24,10.0,1,100.0,4.43,4.6,1,0,0,0
19023,2,2014-01-07,3.3,1.5,2014-05-01,37.5,0,75.0,7.02,4.6,0,1,0,0
19024,4,2014-01-11,4.7,1.0,2014-06-15,0.0,0,30.0,8.03,5.0,1,1,0,1
19025,3,2014-01-27,4.2,1.0,2014-06-19,0.0,1,100.0,4.46,5.0,1,1,1,0
19026,3,2014-01-25,4.8,1.13,2014-06-12,13.8,1,55.2,4.75,4.4,1,0,0,0
19027,2,2014-01-14,5.0,1.0,2014-01-18,0.0,0,50.0,26.8,5.0,0,0,1,0
19028,1,2014-01-02,5.0,1.0,2014-01-04,0.0,0,100.0,2.24,5.0,0,0,1,0
19029,5,2014-01-15,4.5,1.0,2014-05-17,0.0,0,70.0,8.76,5.0,0,0,0,1
19030,0,2014-01-10,4.9,1.0,2014-06-01,0.0,0,50.0,2.42,5.0,0,0,0,1
19031,0,2014-01-26,4.9,1.0,2014-04-26,0.0,1,0.0,14.2,5.0,0,1,0,0
19032,1,2014-01-19,5.0,1.0,2014-03-01,0.0,1,25.0,4.49,5.0,0,1,0,1
19033,3,2014-01-02,5.0,1.0,2014-06-25,0.0,1,100.0,1.65,4.8,1,1,0,1
19034,2,2014-01-04,5.0,1.0,2014-06-19,0.0,1,83.3,1.8,4.4,1,1,0,0
19035,1,2014-01-04,2.5,1.0,2014-06-10,0.0,1,42.9,6.39,4.9,1,1,0,1
19036,6,2014-01-19,4.9,1.14,2014-06-27,16.7,0,44.4,2.8,4.8,1,0,0,0
19037,4,2014-01-27,4.3,1.0,2014-02-07,0.0,0,100.0,0.96,5.0,0,0,0,1
19038,1,2014-01-31,4.6,1.0,2014-06-29,0.0,1,50.0,3.34,4.8,1,1,0,0
19039,2,2014-01-11,4.9,1.03,2014-06-30,2.8,1,83.3,3.23,4.5,1,0,1,0
19040,0,2014-01-03,5.0,1.0,2014-03-19,0.0,1,100.0,13.4,5.0,0,0,0,0
19041,0,2014-01-29,4.0,1.0,2014-03-19,0.0,0,100.0,17.44,4.0,0,0,0,1
19042,1,2014-01-07,5.0,1.0,2014-01-08,0.0,0,100.0,1.9,5.0,0,1,0,1
19043,10,2014-01-21,4.8,1.12,2014-06-30,19.0,1,66.7,3.85,4.9,1,1,1,0
19044,1,2014-01-09,4.9,1.0,2014-03-15,0.0,0,50.0,20.57,5.0,0,0,0,1
19045,6,2014-01-06,4.5,1.36,2014-05-31,31.8,0,59.1,2.8,5.0,0,0,0,0
19046,2,2014-01-11,5.0,1.0,2014-06-27,0.0,0,100.0,1.79,5.0,1,1,0,0
19047,1,2014-01-03,5.0,1.0,2014-01-04,0.0,0,100.0,3.13,5.0,0,1,0,1
19048,0,2014-01-18,4.9,1.0,2014-06-27,0.0,0,100.0,6.74,5.0,1,1,0,1
19049,0,2014-01-20,4.0,1.0,2014-05-21,0.0,0,100.0,10.18,5.0,0,1,0,0
19050,1,2014-01-19,4.0,1.0,2014-01-19,0.0,0,0.0,15.44,5.0,0,0,0,1
19051,0,2014-01-13,4.2,1.0,2014-04-03,0.0,0,50.0,2.72,5.0,0,0,0,1
19052,1,2014-01-18,5.0,1.0,2014-01-18,0.0,1,0.0,8.1,5.0,0,1,0,1
19053,7,2014-01-24,4.6,1.07,2014-06-20,8.1,1,94.6,2.02,4.5,1,1,0,0
19054,0,2014-01-14,4.0,1.0,2014-06-11,0.0,0,71.4,2.84,4.7,1,0,0,1
19055,0,2014-01-13,5.0,1.0,2014-05-17,0.0,0,0.0,5.88,4.7,0,1,0,1
19056,1,2014-01-08,4.0,1.75,2014-02-28,50.0,0,100.0,2.68,5.0,0,1,0,1
19057,1,2014-01-31,4.9,1.75,2014-03-06,50.0,0,100.0,2.42,5.0,0,1,1,0
19058,0,2014-01-29,5.0,1.0,2014-05-26,0.0,0,100.0,4.13,4.7,0,1,0,0
19059,1,2014-01-21,5.0,1.31,2014-06-11,25.0,0,100.0,3.62,4.8,1,0,0,1
19060,1,2014-01-09,4.9,1.0,2014-06-26,0.0,1,66.7,6.39,5.0,1,1,0,0
19061,0,2014-01-31,4.9,1.0,2014-04-18,0.0,1,100.0,4.61,4.0,0,1,0,1
19062,0,2014-01-21,5.0,1.0,2014-06-28,0.0,1,100.0,7.5,5.0,1,1,0,1
19063,0,2014-01-17,5.0,1.0,2014-05-16,0.0,0,50.0,14.06,5.0,0,0,0,0
19064,2,2014-01-18,3.8,1.05,2014-06-08,18.8,0,43.8,3.28,4.9,1,1,0,1
19065,2,2014-01-17,5.0,1.0,2014-06-08,0.0,1,42.9,1.98,4.4,1,1,1,0
19066,1,2014-01-18,4.9,1.0,2014-01-19,0.0,1,0.0,2.32,5.0,0,0,1,0
19067,0,2014-01-03,4.3,1.0,2014-06-02,0.0,0,85.7,5.19,4.4,1,1,1,0
19068,1,2014-01-12,4.9,1.0,2014-05-08,0.0,0,100.0,4.45,5.0,0,1,0,0
19069,7,2014-01-14,4.9,1.11,2014-01-17,28.6,0,100.0,2.01,4.9,0,0,0,0
19070,13,2014-01-29,4.8,1.0,2014-07-01,0.0,1,83.9,4.89,4.5,1,0,0,1
19071,1,2014-01-31,5.0,1.0,2014-02-17,0.0,1,0.0,0.74,5.0,0,0,0,1
19072,9,2014-01-25,4.9,1.06,2014-06-29,7.0,1,66.3,5.13,4.9,1,1,1,0
19073,8,2014-01-03,4.3,1.0,2014-06-22,0.0,1,60.7,2.93,4.3,1,1,0,1
19074,5,2014-01-12,4.6,1.0,2014-06-27,0.0,1,76.9,5.13,4.8,1,1,0,1
19075,14,2014-01-19,4.6,1.05,2014-06-29,7.7,0,56.4,3.72,4.9,1,1,0,1
19076,2,2014-01-18,4.4,1.0,2014-06-28,0.0,0,44.4,4.25,4.7,1,1,0,1
19077,0,2014-01-02,3.0,1.0,2014-04-17,0.0,0,100.0,10.01,5.0,0,0,0,0
19078,0,2014-01-23,4.9,1.0,2014-06-19,0.0,0,100.0,6.79,5.0,1,0,0,1
19079,0,2014-01-21,4.0,1.0,2014-04-25,0.0,0,100.0,0.99,3.0,0,1,1,0
19080,12,2014-01-23,4.8,1.0,2014-01-26,0.0,1,58.3,6.0,4.8,0,0,0,1
19081,2,2014-01-04,5.0,1.0,2014-01-12,0.0,1,0.0,2.01,5.0,0,1,0,0
19082,0,2014-01-15,5.0,1.0,2014-05-25,0.0,0,0.0,1.26,5.0,0,1,0,1
19083,0,2014-01-18,5.0,1.0,2014-04-25,0.0,0,100.0,7.37,3.0,0,0,0,0
19084,0,2014-01-11,5.0,1.0,2014-05-30,0.0,0,100.0,5.05,4.0,0,0,0,0
19085,0,2014-01-21,5.0,1.0,2014-05-09,0.0,0,100.0,8.62,5.0,0,0,0,1
19086,0,2014-01-01,5.0,1.25,2014-05-03,50.0,1,0.0,6.52,5.0,0,0,0,0
19087,1,2014-01-11,5.0,1.0,2014-04-10,0.0,1,75.0,11.11,5.0,0,0,0,1
19088,0,2014-01-13,5.0,1.06,2014-06-20,25.0,1,75.0,8.57,5.0,1,1,1,0
19089,1,2014-01-22,5.0,1.0,2014-01-22,0.0,1,100.0,13.61,5.0,0,0,0,1
19090,0,2014-01-05,4.0,1.0,2014-03-26,0.0,0,100.0,0.81,2.0,0,0,1,0
19091,1,2014-01-28,5.0,1.0,2014-01-28,0.0,0,100.0,32.69,5.0,0,1,0,0
19092,0,2014-01-24,4.5,1.19,2014-06-18,22.2,1,88.9,3.2,5.0,1,1,1,0
19093,2,2014-01-21,5.0,1.0,2014-06-05,0.0,1,88.9,3.23,4.6,1,1,0,1
19094,0,2014-01-14,5.0,1.0,2014-05-18,0.0,1,0.0,4.89,5.0,0,1,0,1
19095,0,2014-01-28,5.0,1.08,2014-05-26,33.3,0,0.0,2.02,5.0,0,1,0,0
19096,7,2014-01-11,4.7,1.0,2014-06-28,0.0,0,65.9,1.99,4.4,1,1,0,1
19097,1,2014-01-29,5.0,1.0,2014-05-11,0.0,0,80.0,4.18,4.2,0,1,0,1
19098,0,2014-01-01,4.9,1.01,2014-06-30,3.4,1,55.2,2.72,4.7,1,1,0,1
19099,2,2014-01-28,5.0,1.35,2014-06-22,40.0,0,20.0,4.52,5.0,1,1,0,1
19100,3,2014-01-14,3.6,1.15,2014-06-29,9.5,1,33.3,5.67,4.7,1,1,0,0
19101,0,2014-01-04,4.9,1.0,2014-06-24,0.0,0,100.0,4.55,5.0,1,1,1,0
19102,1,2014-01-04,5.0,1.0,2014-01-11,0.0,0,0.0,1.15,5.0,0,1,1,0
19103,1,2014-01-22,5.0,1.0,2014-01-22,0.0,0,100.0,1.54,5.0,0,0,0,0
19104,0,2014-01-21,4.9,1.0,2014-04-11,0.0,0,100.0,2.17,5.0,0,1,0,1
19105,1,2014-01-15,4.9,1.0,2014-01-17,0.0,0,100.0,27.68,5.0,0,0,1,0
19106,2,2014-01-26,5.0,1.0,2014-01-27,0.0,0,0.0,9.36,5.0,0,0,0,0
19107,0,2014-01-19,3.0,1.0,2014-06-21,0.0,1,0.0,2.4,5.0,1,1,0,1
19108,0,2014-01-15,5.0,1.0,2014-05-23,0.0,0,100.0,4.45,5.0,0,0,0,1
19109,0,2014-01-18,5.0,1.0,2014-05-31,0.0,1,75.0,2.24,5.0,0,1,0,0
19110,5,2014-01-24,4.7,1.19,2014-06-04,25.0,1,75.0,7.93,5.0,1,1,1,0
19111,0,2014-01-23,5.0,1.0,2014-03-02,0.0,1,0.0,2.57,5.0,0,1,1,0
19112,1,2014-01-14,4.9,1.0,2014-01-28,0.0,1,100.0,1.46,5.0,0,0,0,0
19113,0,2014-01-25,5.0,1.0,2014-05-25,0.0,0,0.0,3.2,5.0,0,1,0,0
19114,3,2014-01-11,4.6,1.0,2014-03-07,0.0,0,42.9,2.55,4.7,0,1,0,0
19115,0,2014-01-15,5.0,1.0,2014-03-28,0.0,0,50.0,4.83,5.0,0,0,0,0
19116,0,2014-01-08,5.0,1.0,2014-06-28,0.0,0,55.0,2.91,4.7,1,1,0,1
19117,3,2014-01-23,4.3,1.06,2014-06-28,3.4,1,51.7,4.53,4.4,1,0,0,1
19118,24,2014-01-26,5.0,1.06,2014-03-26,8.6,0,79.3,3.67,4.9,0,1,0,1
19119,5,2014-01-18,4.5,1.0,2014-03-18,0.0,0,50.0,4.2,5.0,0,1,0,1
19120,1,2014-01-24,5.0,1.0,2014-01-24,0.0,1,100.0,3.32,5.0,0,0,0,0
19121,2,2014-01-06,4.9,1.0,2014-06-30,0.0,1,100.0,18.33,5.0,1,1,0,1
19122,0,2014-01-22,4.8,1.0,2014-06-16,0.0,1,50.0,3.42,4.7,1,0,0,1
19123,2,2014-01-17,4.4,1.0,2014-06-07,0.0,0,28.6,3.7,4.9,1,0,1,0
19124,4,2014-01-22,4.0,1.0,2014-02-07,0.0,0,75.0,6.97,5.0,0,1,0,1
19125,1,2014-01-19,5.0,1.0,2014-06-23,0.0,0,100.0,8.5,3.7,1,1,0,1
19126,6,2014-01-22,4.0,1.0,2014-06-29,0.0,0,90.6,4.47,4.8,1,0,0,1
19127,0,2014-01-08,4.9,1.0,2014-04-14,0.0,0,100.0,4.79,5.0,0,1,0,1
19128,5,2014-01-22,4.4,1.0,2014-01-25,0.0,0,100.0,8.12,5.0,0,0,0,0
19129,0,2014-01-05,4.9,1.13,2014-03-16,50.0,0,50.0,3.14,5.0,0,0,0,0
19130,5,2014-01-18,5.0,1.2,2014-02-16,40.0,0,0.0,9.1,5.0,0,1,0,1
19131,1,2014-01-01,4.9,1.0,2014-01-01,0.0,0,100.0,1.48,5.0,0,1,0,0
19132,1,2014-01-08,4.7,1.0,2014-04-17,0.0,1,100.0,20.86,4.5,0,0,0,1
19133,0,2014-01-01,3.0,1.5,2014-05-27,50.0,0,100.0,2.1,5.0,0,1,0,1
19134,0,2014-01-05,4.9,1.0,2014-06-20,0.0,0,100.0,1.88,5.0,1,0,0,1
19135,2,2014-01-17,4.6,1.0,2014-05-21,0.0,0,100.0,1.42,4.8,0,1,0,1
19136,19,2014-01-11,4.7,1.02,2014-06-22,1.9,1,65.4,1.9,4.8,1,1,0,1
19137,10,2014-01-03,4.3,1.02,2014-06-19,8.3,0,83.3,1.98,4.7,1,1,0,1
19138,1,2014-01-17,5.0,1.0,2014-06-25,0.0,1,75.0,14.98,4.5,1,1,0,1
19139,1,2014-01-12,5.0,1.0,2014-01-12,0.0,0,0.0,5.16,1.0,0,1,0,0
19140,3,2014-01-24,4.6,1.0,2014-06-26,0.0,0,25.0,5.09,5.0,1,1,0,0
19141,0,2014-01-05,4.9,1.0,2014-02-21,0.0,0,100.0,1.52,5.0,0,1,0,0
19142,2,2014-01-18,5.0,1.0,2014-06-24,0.0,1,100.0,3.93,5.0,1,1,1,0
19143,7,2014-01-19,3.7,1.05,2014-06-29,3.8,1,42.3,2.11,4.3,1,1,0,1
19144,0,2014-01-08,5.0,1.0,2014-03-18,0.0,1,100.0,22.13,5.0,0,1,0,1
19145,1,2014-01-01,4.9,1.0,2014-01-01,0.0,0,100.0,31.94,5.0,0,0,0,0
19146,0,2014-01-05,4.4,1.08,2014-06-17,11.3,1,67.9,3.29,4.7,1,1,1,0
19147,1,2014-01-17,4.0,1.0,2014-01-18,0.0,0,0.0,6.19,4.0,0,0,0,1
19148,3,2014-01-19,4.9,1.0,2014-06-15,0.0,0,22.2,4.0,5.0,1,1,0,1
19149,2,2014-01-13,5.0,1.04,2014-06-15,16.7,1,33.3,7.34,4.5,1,0,0,1
19150,0,2014-01-18,4.0,1.07,2014-06-28,14.3,0,85.7,1.42,4.4,1,0,0,0
19151,2,2014-01-24,5.0,1.04,2014-06-28,16.7,0,83.3,1.71,5.0,1,1,1,0
19152,0,2014-01-07,3.0,1.0,2014-05-22,0.0,1,100.0,2.26,5.0,0,1,0,0
19153,0,2014-01-30,5.0,1.0,2014-06-22,0.0,0,75.0,4.2,5.0,1,1,1,0
19154,0,2014-01-26,2.7,1.0,2014-04-30,0.0,1,75.0,25.34,5.0,0,0,1,0
19155,0,2014-01-29,4.9,1.0,2014-06-18,0.0,0,100.0,1.45,5.0,1,1,1,0
19156,0,2014-01-11,5.0,1.0,2014-03-04,0.0,1,50.0,11.09,4.8,0,0,0,1
19157,1,2014-01-18,5.0,1.0,2014-01-19,0.0,0,0.0,2.18,5.0,0,0,0,0
19158,2,2014-01-20,5.0,1.0,2014-01-20,0.0,0,100.0,17.12,5.0,0,0,0,1
19159,0,2014-01-24,4.9,1.0,2014-06-20,0.0,0,100.0,2.1,5.0,1,1,0,1
19160,2,2014-01-17,4.5,1.0,2014-01-18,0.0,0,100.0,11.54,5.0,0,1,0,1
19161,1,2014-01-18,4.5,1.0,2014-05-03,0.0,0,50.0,9.52,5.0,0,1,0,1
19162,1,2014-01-06,4.0,1.0,2014-01-06,0.0,0,100.0,28.12,5.0,0,1,0,0
19163,1,2014-01-24,5.0,1.0,2014-01-25,0.0,0,0.0,3.62,5.0,0,0,0,0
19164,1,2014-01-18,4.9,2.25,2014-01-18,100.0,0,0.0,2.35,5.0,0,1,0,1
19165,7,2014-01-17,4.3,1.03,2014-06-29,8.7,0,39.1,3.2,4.8,1,1,1,0
19166,3,2014-01-18,4.0,1.17,2014-06-28,15.4,0,23.1,2.96,4.3,1,1,0,1
19167,1,2014-01-17,5.0,1.06,2014-06-28,8.3,0,50.0,6.25,5.0,1,1,0,1
19168,0,2014-01-17,5.0,1.0,2014-05-11,0.0,0,0.0,6.22,5.0,0,1,0,0
19169,0,2014-01-16,5.0,1.11,2014-04-06,22.2,0,77.8,1.75,5.0,0,1,0,0
19170,2,2014-01-02,5.0,1.0,2014-04-29,0.0,1,66.7,8.11,5.0,0,1,0,1
19171,0,2014-01-08,4.0,1.38,2014-04-12,50.0,0,50.0,1.73,5.0,0,1,0,1
19172,2,2014-01-20,4.3,1.0,2014-04-27,0.0,0,50.0,7.17,5.0,0,1,0,1
19173,0,2014-01-30,5.0,1.06,2014-06-27,11.1,1,55.6,3.93,5.0,1,1,0,0
19174,1,2014-01-06,4.9,1.08,2014-06-22,33.3,0,66.7,5.4,5.0,1,1,0,1
19175,0,2014-01-21,5.0,1.0,2014-03-22,0.0,0,66.7,2.82,3.7,0,1,1,0
19176,0,2014-01-26,4.9,1.42,2014-06-08,33.3,0,33.3,3.25,4.3,1,1,0,0
19177,0,2014-01-06,5.0,1.0,2014-06-21,0.0,1,50.0,2.16,5.0,1,1,0,1
19178,0,2014-01-30,5.0,1.0,2014-06-15,0.0,0,0.0,13.65,5.0,1,1,0,1
19179,2,2014-01-13,5.0,1.0,2014-01-18,0.0,1,50.0,1.19,4.0,0,1,0,0
19180,3,2014-01-15,5.0,1.0,2014-01-18,0.0,0,100.0,6.84,5.0,0,0,0,1
19181,0,2014-01-17,5.0,1.0,2014-04-14,0.0,1,100.0,16.65,4.5,0,0,0,1
19182,0,2014-01-11,4.9,1.0,2014-06-19,0.0,0,100.0,1.76,5.0,1,0,1,0
19183,2,2014-01-06,4.8,1.0,2014-06-06,0.0,0,78.6,1.99,4.8,1,0,0,1
19184,2,2014-01-11,5.0,1.15,2014-05-28,20.0,1,80.0,6.28,5.0,0,1,0,0
19185,3,2014-01-25,4.8,1.38,2014-06-08,16.7,1,33.3,5.97,4.7,1,1,0,1
19186,14,2014-01-10,4.0,1.03,2014-05-29,2.6,0,100.0,2.05,4.7,0,1,0,1
19187,0,2014-01-25,4.9,1.0,2014-05-21,0.0,1,100.0,10.59,5.0,0,0,0,0
19188,1,2014-01-06,5.0,1.0,2014-01-06,0.0,0,100.0,3.64,5.0,0,0,0,1
19189,1,2014-01-17,5.0,1.0,2014-06-20,0.0,1,50.0,3.42,4.8,1,1,0,0
19190,3,2014-01-31,4.3,1.5,2014-05-26,33.3,0,66.7,1.27,4.8,0,1,0,1
19191,1,2014-01-10,5.0,5.0,2014-01-11,100.0,0,100.0,3.37,5.0,0,0,0,1
19192,5,2014-01-04,5.0,1.0,2014-06-14,0.0,0,40.0,2.13,4.8,1,0,0,1
19193,0,2014-01-19,4.9,1.25,2014-04-20,100.0,0,0.0,1.91,5.0,0,1,0,0
19194,3,2014-01-16,5.0,1.25,2014-02-13,33.3,0,100.0,12.08,5.0,0,1,1,0
19195,0,2014-01-30,4.0,1.0,2014-06-24,0.0,1,100.0,25.67,5.0,1,1,0,0
19196,4,2014-01-11,4.9,1.0,2014-06-21,0.0,1,52.9,7.09,4.5,1,1,0,1
19197,2,2014-01-17,4.7,1.0,2014-05-14,0.0,1,100.0,71.38,5.0,0,1,0,0
19198,0,2014-01-03,5.0,1.0,2014-05-25,0.0,0,0.0,8.42,5.0,0,0,0,0
19199,0,2014-01-13,5.0,1.0,2014-06-16,0.0,1,100.0,1.07,4.5,1,0,1,0
19200,0,2014-01-22,4.0,1.0,2014-06-29,0.0,0,33.3,2.01,5.0,1,1,0,1
19201,0,2014-01-09,2.5,1.0,2014-06-29,0.0,1,37.5,4.27,4.9,1,0,0,1
19202,18,2014-01-22,3.8,1.01,2014-06-30,2.1,1,95.2,1.93,4.3,1,1,0,1
19203,5,2014-01-12,3.8,1.17,2014-06-29,15.4,0,61.5,2.94,4.5,1,1,0,1
19204,6,2014-01-23,4.9,1.0,2014-06-08,0.0,1,81.0,5.15,4.7,1,1,0,1
19205,2,2014-01-19,5.0,1.0,2014-01-19,0.0,0,0.0,4.46,5.0,0,1,1,0
19206,2,2014-01-07,5.0,1.0,2014-01-09,0.0,0,100.0,1.4,5.0,0,1,0,0
19207,1,2014-01-24,5.0,1.0,2014-03-22,0.0,0,20.0,7.89,5.0,0,0,0,1
19208,1,2014-01-18,3.0,1.0,2014-05-17,0.0,1,40.0,6.37,4.4,0,0,0,1
19209,0,2014-01-04,4.8,1.0,2014-04-25,0.0,0,100.0,1.59,5.0,0,0,1,0
19210,1,2014-01-07,4.8,1.0,2014-07-01,0.0,1,91.7,3.62,4.8,1,1,1,0
19211,9,2014-01-07,4.3,1.01,2014-04-25,4.0,1,92.0,2.61,4.9,0,0,0,0
19212,2,2014-01-06,5.0,1.19,2014-06-01,25.0,0,25.0,5.18,5.0,0,0,0,1
19213,1,2014-01-11,4.7,1.0,2014-06-06,0.0,1,83.3,9.79,5.0,1,1,1,0
19214,2,2014-01-04,5.0,1.0,2014-06-22,0.0,0,0.0,18.2,5.0,1,1,0,1
19215,0,2014-01-25,4.9,1.0,2014-05-16,0.0,0,100.0,1.37,5.0,0,1,0,1
19216,1,2014-01-15,4.0,1.0,2014-01-16,0.0,1,100.0,8.86,5.0,0,1,0,1
19217,2,2014-01-11,5.0,1.13,2014-03-19,25.0,0,25.0,7.22,5.0,0,0,0,1
19218,0,2014-01-09,5.0,2.0,2014-05-25,100.0,0,0.0,2.49,5.0,0,0,0,1
19219,0,2014-01-26,4.9,1.0,2014-06-21,0.0,0,33.3,9.65,4.7,1,1,0,1
19220,5,2014-01-25,4.5,1.05,2014-02-15,20.0,0,40.0,3.48,5.0,0,0,0,1
19221,2,2014-01-03,5.0,1.0,2014-06-29,0.0,1,0.0,13.65,5.0,1,1,0,1
19222,0,2014-01-11,5.0,1.0,2014-06-16,0.0,0,50.0,19.57,5.0,1,1,1,0
19223,15,2014-01-07,4.1,1.08,2014-03-13,5.9,0,100.0,4.2,4.7,0,1,1,0
19224,9,2014-01-10,3.9,1.04,2014-06-29,4.8,0,33.3,3.52,4.9,1,1,0,1
19225,0,2014-01-13,5.0,1.0,2014-06-27,0.0,1,100.0,3.13,4.2,1,1,0,1
19226,1,2014-01-17,5.0,1.0,2014-01-19,0.0,1,0.0,4.36,3.0,0,1,0,1
19227,2,2014-01-30,4.0,1.0,2014-02-03,0.0,0,100.0,13.47,5.0,0,0,1,0
19228,14,2014-01-16,4.9,1.16,2014-06-30,24.0,1,85.6,3.89,4.9,1,1,1,0
19229,10,2014-01-24,3.3,1.0,2014-06-14,0.0,0,51.1,1.36,4.4,1,1,0,1
19230,1,2014-01-19,5.0,1.0,2014-06-28,0.0,1,66.7,1.29,4.8,1,1,1,0
19231,0,2014-01-31,5.0,1.0,2014-04-27,0.0,0,0.0,10.27,1.0,0,0,0,1
19232,1,2014-01-07,5.0,1.0,2014-01-08,0.0,0,100.0,3.06,5.0,0,0,0,0
19233,3,2014-01-29,5.0,1.0,2014-01-30,0.0,1,100.0,2.37,4.7,0,1,0,1
19234,0,2014-01-28,5.0,1.0,2014-03-02,0.0,0,0.0,6.38,5.0,0,1,0,1
19235,4,2014-01-19,5.0,1.0,2014-06-11,0.0,1,43.8,3.52,4.8,1,1,0,1
19236,2,2014-01-30,5.0,1.0,2014-02-08,0.0,0,100.0,0.48,5.0,0,0,0,1
19237,2,2014-01-10,4.9,1.0,2014-06-07,0.0,0,0.0,1.08,5.0,1,1,1,0
19238,1,2014-01-18,4.9,1.0,2014-01-19,0.0,0,0.0,0.59,5.0,0,0,1,0
19239,1,2014-01-19,5.0,1.0,2014-01-21,0.0,1,100.0,1.52,5.0,0,0,0,0
19240,2,2014-01-11,5.0,1.0,2014-06-21,0.0,0,0.0,5.04,5.0,1,1,0,1
19241,0,2014-01-29,4.9,1.0,2014-06-22,0.0,0,66.7,9.9,5.0,1,1,0,1
19242,9,2014-01-30,4.6,1.07,2014-05-23,8.1,0,73.0,4.13,4.7,0,1,0,1
